番組ID,実績,CP売上負担額合計,情報提供料合計,ファイル名
OWD_tachibana_01,1300,0,520.0,SalesSummary_202304_OWD_detail.csv
OWD_tenmei_01,2500,63,937.0,SalesSummary_202304_OWD_detail.csv
OWD_tshourei_01,2600,20,1020.0,SalesSummary_202304_OWD_detail.csv
OWD_william_02,1000,25,375.0,SalesSummary_202304_OWD_detail.csv
OWD_yuki_01,1100,13,427.0,SalesSummary_202304_OWD_detail.csv
OWD_Milla_01,2500,62,938.0,SalesSummary_202305_OWD_detail.csv
OWD_aiduki_01,5800,146,2174.0,SalesSummary_202305_OWD_detail.csv
OWD_aiga_01,1000,26,374.0,SalesSummary_202305_OWD_detail.csv
OWD_aokitomo_01,1300,33,487.0,SalesSummary_202305_OWD_detail.csv
OWD_aron_01,1000,25,375.0,SalesSummary_202305_OWD_detail.csv
OWD_chazz_01,3000,38,1162.0,SalesSummary_202305_OWD_detail.csv
OWD_daiyang_01,3300,83,1237.0,SalesSummary_202305_OWD_detail.csv
OWD_hakuryu_01,8700,218,3262.0,SalesSummary_202305_OWD_detail.csv
OWD_hoshikaze_01,1300,33,487.0,SalesSummary_202305_OWD_detail.csv
OWD_ikai_01,3300,83,1237.0,SalesSummary_202305_OWD_detail.csv
OWD_isha_01,3540,186,1230.0,SalesSummary_202305_OWD_detail.csv
OWD_kanon_01,2000,50,750.0,SalesSummary_202305_OWD_detail.csv
OWD_keiko_01,33500,781,12619.0,SalesSummary_202305_OWD_detail.csv
OWD_keiko_03,2700,33,1047.0,SalesSummary_202305_OWD_detail.csv
OWD_keiko_04,3200,65,1215.0,SalesSummary_202305_OWD_detail.csv
OWD_klara_01,5700,105,2175.0,SalesSummary_202305_OWD_detail.csv
OWD_koike_01,44000,1033,16567.0,SalesSummary_202305_OWD_detail.csv
OWD_macalon_01,10600,296,3944.0,SalesSummary_202305_OWD_detail.csv
OWD_matsuyama_01,3500,88,1312.0,SalesSummary_202305_OWD_detail.csv
OWD_mian_01,3900,98,1462.0,SalesSummary_202305_OWD_detail.csv
OWD_miesha_01,1700,43,637.0,SalesSummary_202305_OWD_detail.csv
OWD_mikomaria_01,1100,110,330.0,SalesSummary_202305_OWD_detail.csv
OWD_mineka_01,2300,58,862.0,SalesSummary_202305_OWD_detail.csv
OWD_niutouko_01,13200,301,4979.0,SalesSummary_202305_OWD_detail.csv
OWD_okada_01,10700,270,4010.0,SalesSummary_202305_OWD_detail.csv
OWD_ophelia_01,3500,58,1342.0,SalesSummary_202305_OWD_detail.csv
OWD_reirin_01,1000,100,300.0,SalesSummary_202305_OWD_detail.csv
OWD_rumikoi_01,3000,50,1150.0,SalesSummary_202305_OWD_detail.csv
OWD_shape_01,47100,1659,17181.0,SalesSummary_202305_OWD_detail.csv
OWD_shintaku_01,1300,33,487.0,SalesSummary_202305_OWD_detail.csv
OWD_shokita_01,2700,68,1012.0,SalesSummary_202305_OWD_detail.csv
OWD_sugano_02,3000,76,1124.0,SalesSummary_202305_OWD_detail.csv
OWD_tachibana_01,2000,50,750.0,SalesSummary_202305_OWD_detail.csv
OWD_tenmei_01,9100,208,3432.0,SalesSummary_202305_OWD_detail.csv
OWD_tomoko_01,1600,0,640.0,SalesSummary_202305_OWD_detail.csv
OWD_tshourei_01,2600,65,975.0,SalesSummary_202305_OWD_detail.csv
OWD_william_01,1300,33,487.0,SalesSummary_202305_OWD_detail.csv
OWD_yamasakirie_01,2200,30,850.0,SalesSummary_202305_OWD_detail.csv
OWD_yuki_01,1200,0,480.0,SalesSummary_202305_OWD_detail.csv
OWD_Milla_01,900,18,342.0,SalesSummary_202306_OWD_detail.csv
OWD_aiga_01,1500,0,600.0,SalesSummary_202306_OWD_detail.csv
OWD_chazz_01,9900,220,3740.0,SalesSummary_202306_OWD_detail.csv
OWD_chiki_01,1650,42,618.0,SalesSummary_202306_OWD_detail.csv
OWD_daiyang_01,800,20,300.0,SalesSummary_202306_OWD_detail.csv
OWD_eremaria_01,1700,20,660.0,SalesSummary_202306_OWD_detail.csv
OWD_hayuki_01,3000,75,1125.0,SalesSummary_202306_OWD_detail.csv
OWD_houjo_01,5000,126,1874.0,SalesSummary_202306_OWD_detail.csv
OWD_isha_01,1300,130,390.0,SalesSummary_202306_OWD_detail.csv
OWD_kanon_01,5200,116,1964.0,SalesSummary_202306_OWD_detail.csv
OWD_keiko_01,28200,649,10631.0,SalesSummary_202306_OWD_detail.csv
OWD_keiko_03,14700,336,5544.0,SalesSummary_202306_OWD_detail.csv
OWD_keiko_04,4500,113,1687.0,SalesSummary_202306_OWD_detail.csv
OWD_kiko_01,5600,142,2098.0,SalesSummary_202306_OWD_detail.csv
OWD_klara_01,10200,448,3632.0,SalesSummary_202306_OWD_detail.csv
OWD_koike_01,50000,1028,18972.0,SalesSummary_202306_OWD_detail.csv
OWD_koyanagi_01,2100,53,787.0,SalesSummary_202306_OWD_detail.csv
OWD_macalon_01,7500,176,2824.0,SalesSummary_202306_OWD_detail.csv
OWD_matsuyama_01,1000,25,375.0,SalesSummary_202306_OWD_detail.csv
OWD_miesha_01,8400,203,3157.0,SalesSummary_202306_OWD_detail.csv
OWD_mikomaria_01,4800,120,1800.0,SalesSummary_202306_OWD_detail.csv
OWD_mineka_01,2500,65,935.0,SalesSummary_202306_OWD_detail.csv
OWD_niutouko_01,2700,48,1032.0,SalesSummary_202306_OWD_detail.csv
OWD_noda_01,1000,13,387.0,SalesSummary_202306_OWD_detail.csv
OWD_reirin_01,5500,138,2062.0,SalesSummary_202306_OWD_detail.csv
OWD_risui_01,500,13,187.0,SalesSummary_202306_OWD_detail.csv
OWD_shape_01,49000,1448,18152.0,SalesSummary_202306_OWD_detail.csv
OWD_shintaku_01,1200,0,480.0,SalesSummary_202306_OWD_detail.csv
OWD_shokita_01,1200,0,480.0,SalesSummary_202306_OWD_detail.csv
OWD_soldona_01,2000,30,770.0,SalesSummary_202306_OWD_detail.csv
OWD_tachibana_01,1200,30,450.0,SalesSummary_202306_OWD_detail.csv
OWD_tenmei_01,1800,120,600.0,SalesSummary_202306_OWD_detail.csv
OWD_tomoko_01,2600,66,974.0,SalesSummary_202306_OWD_detail.csv
OWD_tshourei_01,2500,63,937.0,SalesSummary_202306_OWD_detail.csv
OWD_william_02,1300,33,487.0,SalesSummary_202306_OWD_detail.csv
OWD_Milla_01,1300,9,511.0,SalesSummary_202307_OWD_detail.csv
OWD_aokitomo_01,1300,33,487.0,SalesSummary_202307_OWD_detail.csv
OWD_aron_01,2300,58,862.0,SalesSummary_202307_OWD_detail.csv
OWD_asuka_02,5600,116,2124.0,SalesSummary_202307_OWD_detail.csv
OWD_asuru_01,1300,33,487.0,SalesSummary_202307_OWD_detail.csv
OWD_chiharu_02,1000,25,375.0,SalesSummary_202307_OWD_detail.csv
OWD_daiyang_01,800,0,320.0,SalesSummary_202307_OWD_detail.csv
OWD_enseisyu_01,2200,0,880.0,SalesSummary_202307_OWD_detail.csv
OWD_gyokusenhi_01,6000,420,1980.0,SalesSummary_202307_OWD_detail.csv
OWD_hakuryu_01,15300,578,5542.0,SalesSummary_202307_OWD_detail.csv
OWD_hoshikaze_01,1000,0,400.0,SalesSummary_202307_OWD_detail.csv
OWD_isha_01,4160,88,1576.0,SalesSummary_202307_OWD_detail.csv
OWD_kanon_01,3000,25,1175.0,SalesSummary_202307_OWD_detail.csv
OWD_keiko_01,19000,723,6877.0,SalesSummary_202307_OWD_detail.csv
OWD_keiko_02,1300,33,487.0,SalesSummary_202307_OWD_detail.csv
OWD_kiko_01,1200,120,360.0,SalesSummary_202307_OWD_detail.csv
OWD_klara_01,2300,70,850.0,SalesSummary_202307_OWD_detail.csv
OWD_koike_01,48400,1142,18218.0,SalesSummary_202307_OWD_detail.csv
OWD_koyanagi_01,3400,60,1300.0,SalesSummary_202307_OWD_detail.csv
OWD_macalon_01,17000,372,6428.0,SalesSummary_202307_OWD_detail.csv
OWD_mermaid_01,3100,78,1162.0,SalesSummary_202307_OWD_detail.csv
OWD_mian_01,3800,95,1425.0,SalesSummary_202307_OWD_detail.csv
OWD_miesha_01,5200,100,1980.0,SalesSummary_202307_OWD_detail.csv
OWD_miku_02,3000,38,1162.0,SalesSummary_202307_OWD_detail.csv
OWD_mimoe_01,2100,53,787.0,SalesSummary_202307_OWD_detail.csv
OWD_narusawa_01,1200,30,450.0,SalesSummary_202307_OWD_detail.csv
OWD_niutouko_01,2100,53,787.0,SalesSummary_202307_OWD_detail.csv
OWD_okada_01,2900,25,1135.0,SalesSummary_202307_OWD_detail.csv
OWD_ophelia_01,11300,214,4306.0,SalesSummary_202307_OWD_detail.csv
OWD_reirin_01,4300,108,1612.0,SalesSummary_202307_OWD_detail.csv
OWD_rumikoi_01,2400,60,900.0,SalesSummary_202307_OWD_detail.csv
OWD_shape_01,49900,1120,18840.0,SalesSummary_202307_OWD_detail.csv
OWD_shintaku_01,3700,26,1454.0,SalesSummary_202307_OWD_detail.csv
OWD_shokita_01,1200,30,450.0,SalesSummary_202307_OWD_detail.csv
OWD_soldona_01,1300,33,487.0,SalesSummary_202307_OWD_detail.csv
OWD_suehiro_01,2300,33,887.0,SalesSummary_202307_OWD_detail.csv
OWD_sugano_01,1300,33,487.0,SalesSummary_202307_OWD_detail.csv
OWD_tshourei_01,4200,360,1320.0,SalesSummary_202307_OWD_detail.csv
OWD_tsukikage_01,1600,20,620.0,SalesSummary_202307_OWD_detail.csv
OWD_william_02,1000,25,375.0,SalesSummary_202307_OWD_detail.csv
OWD_Milla_01,300,3,117.0,SalesSummary_202308_OWD_detail.csv
OWD_Sasha_01,1200,30,450.0,SalesSummary_202308_OWD_detail.csv
OWD_aiduki_01,1000,0,400.0,SalesSummary_202308_OWD_detail.csv
OWD_aiga_01,1000,25,375.0,SalesSummary_202308_OWD_detail.csv
OWD_aokitomo_01,7800,195,2925.0,SalesSummary_202308_OWD_detail.csv
OWD_aqua_01,1500,38,562.0,SalesSummary_202308_OWD_detail.csv
OWD_asuru_01,2200,55,825.0,SalesSummary_202308_OWD_detail.csv
OWD_enseisyu_01,9300,233,3487.0,SalesSummary_202308_OWD_detail.csv
OWD_eremaria_01,1200,30,450.0,SalesSummary_202308_OWD_detail.csv
OWD_gyokusenhi_01,2200,120,760.0,SalesSummary_202308_OWD_detail.csv
OWD_houjo_01,2700,69,1011.0,SalesSummary_202308_OWD_detail.csv
OWD_isha_01,7840,197,2939.0,SalesSummary_202308_OWD_detail.csv
OWD_kanon_01,1200,30,450.0,SalesSummary_202308_OWD_detail.csv
OWD_kasya_01,7300,476,2444.0,SalesSummary_202308_OWD_detail.csv
OWD_keiko_01,50800,1413,18907.0,SalesSummary_202308_OWD_detail.csv
OWD_keiko_02,1500,38,562.0,SalesSummary_202308_OWD_detail.csv
OWD_keiko_03,100,3,37.0,SalesSummary_202308_OWD_detail.csv
OWD_keiko_04,6000,125,2275.0,SalesSummary_202308_OWD_detail.csv
OWD_keit_01,3000,75,1125.0,SalesSummary_202308_OWD_detail.csv
OWD_kiko_01,7900,199,2961.0,SalesSummary_202308_OWD_detail.csv
OWD_koike_01,19500,487,7313.0,SalesSummary_202308_OWD_detail.csv
OWD_macalon_01,8000,160,3040.0,SalesSummary_202308_OWD_detail.csv
OWD_mermaid_01,1100,28,412.0,SalesSummary_202308_OWD_detail.csv
OWD_mian_01,1200,30,450.0,SalesSummary_202308_OWD_detail.csv
OWD_mikomaria_01,7900,198,2962.0,SalesSummary_202308_OWD_detail.csv
OWD_miku_02,8900,225,3335.0,SalesSummary_202308_OWD_detail.csv
OWD_narusawa_01,1300,0,520.0,SalesSummary_202308_OWD_detail.csv
OWD_ophelia_01,1200,30,450.0,SalesSummary_202308_OWD_detail.csv
OWD_reirin_01,1000,25,375.0,SalesSummary_202308_OWD_detail.csv
OWD_risui_01,1000,13,387.0,SalesSummary_202308_OWD_detail.csv
OWD_shape_01,75300,1949,28171.0,SalesSummary_202308_OWD_detail.csv
OWD_shintaku_01,2500,0,1000.0,SalesSummary_202308_OWD_detail.csv
OWD_soldona_01,3700,93,1387.0,SalesSummary_202308_OWD_detail.csv
OWD_suehiro_01,3800,30,1490.0,SalesSummary_202308_OWD_detail.csv
OWD_sugano_01,1300,33,487.0,SalesSummary_202308_OWD_detail.csv
OWD_tenmei_01,1000,25,375.0,SalesSummary_202308_OWD_detail.csv
OWD_tshourei_01,1600,40,600.0,SalesSummary_202308_OWD_detail.csv
OWD_tsukikage_01,5400,108,2052.0,SalesSummary_202308_OWD_detail.csv
OWD_william_01,3300,83,1237.0,SalesSummary_202308_OWD_detail.csv
OWD_yuki_01,500,13,187.0,SalesSummary_202308_OWD_detail.csv
OWD_Milla_01,4400,78,1682.0,SalesSummary_202309_OWD_detail.csv
OWD_aiga_01,800,20,300.0,SalesSummary_202309_OWD_detail.csv
OWD_aokitomo_01,7200,181,2699.0,SalesSummary_202309_OWD_detail.csv
OWD_aron_01,7300,158,2762.0,SalesSummary_202309_OWD_detail.csv
OWD_asuru_01,8500,182,3218.0,SalesSummary_202309_OWD_detail.csv
OWD_chazz_01,2100,53,787.0,SalesSummary_202309_OWD_detail.csv
OWD_daiyang_01,1200,30,450.0,SalesSummary_202309_OWD_detail.csv
OWD_enseisyu_01,1200,30,450.0,SalesSummary_202309_OWD_detail.csv
OWD_eremaria_01,3500,88,1312.0,SalesSummary_202309_OWD_detail.csv
OWD_hoshikaze_01,1000,0,400.0,SalesSummary_202309_OWD_detail.csv
OWD_houjo_01,3200,81,1199.0,SalesSummary_202309_OWD_detail.csv
OWD_ikai_01,1000,25,375.0,SalesSummary_202309_OWD_detail.csv
OWD_isha_01,2400,150,810.0,SalesSummary_202309_OWD_detail.csv
OWD_kanon_01,1800,46,674.0,SalesSummary_202309_OWD_detail.csv
OWD_kasya_01,11300,553,3967.0,SalesSummary_202309_OWD_detail.csv
OWD_keiko_01,31200,952,11528.0,SalesSummary_202309_OWD_detail.csv
OWD_keiko_03,2600,0,1040.0,SalesSummary_202309_OWD_detail.csv
OWD_keiko_04,7200,468,2412.0,SalesSummary_202309_OWD_detail.csv
OWD_keit_01,1000,25,375.0,SalesSummary_202309_OWD_detail.csv
OWD_kiko_01,5600,142,2098.0,SalesSummary_202309_OWD_detail.csv
OWD_koike_01,50600,1218,19022.0,SalesSummary_202309_OWD_detail.csv
OWD_koyanagi_01,2300,25,895.0,SalesSummary_202309_OWD_detail.csv
OWD_macalon_01,15800,376,5944.0,SalesSummary_202309_OWD_detail.csv
OWD_mermaid_01,1800,180,540.0,SalesSummary_202309_OWD_detail.csv
OWD_midorikawa_01,3500,88,1312.0,SalesSummary_202309_OWD_detail.csv
OWD_mikomaria_01,6200,155,2325.0,SalesSummary_202309_OWD_detail.csv
OWD_noda_01,12600,205,4835.0,SalesSummary_202309_OWD_detail.csv
OWD_okada_01,1000,25,375.0,SalesSummary_202309_OWD_detail.csv
OWD_ophelia_01,3600,360,1080.0,SalesSummary_202309_OWD_detail.csv
OWD_reirin_01,3000,75,1125.0,SalesSummary_202309_OWD_detail.csv
OWD_shape_01,67900,2284,24876.0,SalesSummary_202309_OWD_detail.csv
OWD_shintaku_01,7900,341,2819.0,SalesSummary_202309_OWD_detail.csv
OWD_soldona_01,1300,33,487.0,SalesSummary_202309_OWD_detail.csv
OWD_tachibana_01,1200,30,450.0,SalesSummary_202309_OWD_detail.csv
OWD_tsukikage_01,1300,33,487.0,SalesSummary_202309_OWD_detail.csv
OWD_william_01,1300,33,487.0,SalesSummary_202309_OWD_detail.csv
OWD_yuki_01,900,23,337.0,SalesSummary_202309_OWD_detail.csv
OWD_Milla_01,100,3,37.0,SalesSummary_202310_OWD_detail.csv
OWD_aiduki_01,1300,33,487.0,SalesSummary_202310_OWD_detail.csv
OWD_aokitomo_01,1300,33,487.0,SalesSummary_202310_OWD_detail.csv
OWD_aron_01,6700,148,2532.0,SalesSummary_202310_OWD_detail.csv
OWD_chazz_01,3700,68,1412.0,SalesSummary_202310_OWD_detail.csv
OWD_chiki_01,3300,84,1236.0,SalesSummary_202310_OWD_detail.csv
OWD_enseisyu_01,6000,200,2200.0,SalesSummary_202310_OWD_detail.csv
OWD_eremaria_01,5200,55,2025.0,SalesSummary_202310_OWD_detail.csv
OWD_fujita_01,1200,30,450.0,SalesSummary_202310_OWD_detail.csv
OWD_hakuryu_01,3600,150,1290.0,SalesSummary_202310_OWD_detail.csv
OWD_hayuki_01,3700,273,1207.0,SalesSummary_202310_OWD_detail.csv
OWD_hoshikaze_01,800,20,300.0,SalesSummary_202310_OWD_detail.csv
OWD_isha_01,10840,209,4127.0,SalesSummary_202310_OWD_detail.csv
OWD_kanon_01,1000,25,375.0,SalesSummary_202310_OWD_detail.csv
OWD_keiko_01,26100,1085,9355.0,SalesSummary_202310_OWD_detail.csv
OWD_keiko_04,3600,53,1387.0,SalesSummary_202310_OWD_detail.csv
OWD_kiko_01,2000,50,750.0,SalesSummary_202310_OWD_detail.csv
OWD_klara_01,6100,154,2286.0,SalesSummary_202310_OWD_detail.csv
OWD_koike_01,24900,579,9381.0,SalesSummary_202310_OWD_detail.csv
OWD_macalon_01,5900,140,2220.0,SalesSummary_202310_OWD_detail.csv
OWD_matsuyama_01,1000,0,400.0,SalesSummary_202310_OWD_detail.csv
OWD_mermaid_01,6800,418,2302.0,SalesSummary_202310_OWD_detail.csv
OWD_miesha_01,1000,25,375.0,SalesSummary_202310_OWD_detail.csv
OWD_mikomaria_01,5200,132,1948.0,SalesSummary_202310_OWD_detail.csv
OWD_mineka_01,2500,63,937.0,SalesSummary_202310_OWD_detail.csv
OWD_mokuren_01,2300,58,862.0,SalesSummary_202310_OWD_detail.csv
OWD_narusawa_01,7200,116,2764.0,SalesSummary_202310_OWD_detail.csv
OWD_niutouko_01,2300,58,862.0,SalesSummary_202310_OWD_detail.csv
OWD_ophelia_01,7000,148,2652.0,SalesSummary_202310_OWD_detail.csv
OWD_shape_01,60800,1302,23018.0,SalesSummary_202310_OWD_detail.csv
OWD_shintaku_01,3300,48,1272.0,SalesSummary_202310_OWD_detail.csv
OWD_tshourei_01,2900,73,1087.0,SalesSummary_202310_OWD_detail.csv
OWD_yamasakirie_01,1300,0,520.0,SalesSummary_202310_OWD_detail.csv
OWD_ychigumi_01,5400,105,2055.0,SalesSummary_202310_OWD_detail.csv
OWD_Milla_01,100,0,40.0,SalesSummary_202311_OWD_detail.csv
OWD_Sasha_01,15310,385,5739.0,SalesSummary_202311_OWD_detail.csv
OWD_aiduki_01,3700,91,1389.0,SalesSummary_202311_OWD_detail.csv
OWD_chazz_01,1200,30,450.0,SalesSummary_202311_OWD_detail.csv
OWD_chiki_01,4620,116,1732.0,SalesSummary_202311_OWD_detail.csv
OWD_enseisyu_01,8800,595,2925.0,SalesSummary_202311_OWD_detail.csv
OWD_fujita_01,1000,25,375.0,SalesSummary_202311_OWD_detail.csv
OWD_gyokusenhi_01,10100,193,3847.0,SalesSummary_202311_OWD_detail.csv
OWD_hakuryu_01,1600,40,600.0,SalesSummary_202311_OWD_detail.csv
OWD_hayuki_01,5600,480,1760.0,SalesSummary_202311_OWD_detail.csv
OWD_hoshikaze_01,1400,35,525.0,SalesSummary_202311_OWD_detail.csv
OWD_ikai_01,5400,45,2115.0,SalesSummary_202311_OWD_detail.csv
OWD_isha_01,5440,496,1680.0,SalesSummary_202311_OWD_detail.csv
OWD_kairi_01,2400,60,900.0,SalesSummary_202311_OWD_detail.csv
OWD_keiko_01,42000,1061,15739.0,SalesSummary_202311_OWD_detail.csv
OWD_keiko_03,9600,140,3700.0,SalesSummary_202311_OWD_detail.csv
OWD_keiko_04,8700,187,3293.0,SalesSummary_202311_OWD_detail.csv
OWD_kiko_01,2600,66,974.0,SalesSummary_202311_OWD_detail.csv
OWD_klara_01,1100,28,412.0,SalesSummary_202311_OWD_detail.csv
OWD_koike_01,12000,291,4509.0,SalesSummary_202311_OWD_detail.csv
OWD_macalon_01,6200,165,2315.0,SalesSummary_202311_OWD_detail.csv
OWD_matsuyama_01,2600,66,974.0,SalesSummary_202311_OWD_detail.csv
OWD_mian_01,3600,270,1170.0,SalesSummary_202311_OWD_detail.csv
OWD_midorikawa_01,3200,80,1200.0,SalesSummary_202311_OWD_detail.csv
OWD_miesha_01,7000,175,2625.0,SalesSummary_202311_OWD_detail.csv
OWD_mineka_01,5500,108,2092.0,SalesSummary_202311_OWD_detail.csv
OWD_narusawa_01,7800,165,2955.0,SalesSummary_202311_OWD_detail.csv
OWD_noda_01,1000,25,375.0,SalesSummary_202311_OWD_detail.csv
OWD_ophelia_01,4400,110,1650.0,SalesSummary_202311_OWD_detail.csv
OWD_reirin_01,3900,99,1461.0,SalesSummary_202311_OWD_detail.csv
OWD_shape_01,50200,1221,18859.0,SalesSummary_202311_OWD_detail.csv
OWD_shintaku_01,2000,50,750.0,SalesSummary_202311_OWD_detail.csv
OWD_soldona_01,4600,115,1725.0,SalesSummary_202311_OWD_detail.csv
OWD_suehiro_01,2100,53,787.0,SalesSummary_202311_OWD_detail.csv
OWD_tachibana_01,1000,25,375.0,SalesSummary_202311_OWD_detail.csv
OWD_tsukikage_01,3000,75,1125.0,SalesSummary_202311_OWD_detail.csv
OWD_yuki_01,4900,125,1835.0,SalesSummary_202311_OWD_detail.csv
OWD_aiduki_01,1400,36,524.0,SalesSummary_202312_OWD_detail.csv
OWD_aokitomo_01,7400,171,2789.0,SalesSummary_202312_OWD_detail.csv
OWD_aron_01,1400,0,560.0,SalesSummary_202312_OWD_detail.csv
OWD_asuru_01,3500,55,1345.0,SalesSummary_202312_OWD_detail.csv
OWD_chazz_01,7600,191,2849.0,SalesSummary_202312_OWD_detail.csv
OWD_chiki_01,1650,42,618.0,SalesSummary_202312_OWD_detail.csv
OWD_enseisyu_01,10800,450,3870.0,SalesSummary_202312_OWD_detail.csv
OWD_eremaria_01,10100,228,3812.0,SalesSummary_202312_OWD_detail.csv
OWD_fujita_01,2000,50,750.0,SalesSummary_202312_OWD_detail.csv
OWD_gyokusenhi_01,1200,30,450.0,SalesSummary_202312_OWD_detail.csv
OWD_hakuryu_01,1300,130,390.0,SalesSummary_202312_OWD_detail.csv
OWD_isha_01,10400,322,3838.0,SalesSummary_202312_OWD_detail.csv
OWD_kanon_01,16000,402,5998.0,SalesSummary_202312_OWD_detail.csv
OWD_kasya_01,1000,25,375.0,SalesSummary_202312_OWD_detail.csv
OWD_keiko_01,45400,1028,17132.0,SalesSummary_202312_OWD_detail.csv
OWD_keiko_03,5200,293,1787.0,SalesSummary_202312_OWD_detail.csv
OWD_keiko_04,1000,26,374.0,SalesSummary_202312_OWD_detail.csv
OWD_keit_01,1300,33,487.0,SalesSummary_202312_OWD_detail.csv
OWD_kiko_01,3900,98,1462.0,SalesSummary_202312_OWD_detail.csv
OWD_klara_01,6100,292,2148.0,SalesSummary_202312_OWD_detail.csv
OWD_koike_01,22300,462,8458.0,SalesSummary_202312_OWD_detail.csv
OWD_macalon_01,13200,678,4602.0,SalesSummary_202312_OWD_detail.csv
OWD_mian_01,9900,608,3352.0,SalesSummary_202312_OWD_detail.csv
OWD_miesha_01,1200,0,480.0,SalesSummary_202312_OWD_detail.csv
OWD_narusawa_01,2600,66,974.0,SalesSummary_202312_OWD_detail.csv
OWD_niutouko_01,17100,338,6502.0,SalesSummary_202312_OWD_detail.csv
OWD_noda_01,1900,33,727.0,SalesSummary_202312_OWD_detail.csv
OWD_ophelia_01,3400,85,1275.0,SalesSummary_202312_OWD_detail.csv
OWD_risui_01,1600,40,600.0,SalesSummary_202312_OWD_detail.csv
OWD_shape_01,50200,1214,18866.0,SalesSummary_202312_OWD_detail.csv
OWD_suehiro_01,1300,130,390.0,SalesSummary_202312_OWD_detail.csv
OWD_tenmei_01,8500,493,2907.0,SalesSummary_202312_OWD_detail.csv
OWD_tomoko_01,2200,55,825.0,SalesSummary_202312_OWD_detail.csv
OWD_tsukikage_01,3000,75,1125.0,SalesSummary_202312_OWD_detail.csv
OWD_ychigumi_01,1000,25,375.0,SalesSummary_202312_OWD_detail.csv
OWD_yuki_01,800,20,300.0,SalesSummary_202312_OWD_detail.csv
